"","tool","project","target_class","isAssertion","coverage_rate"
"309","BBC-F0-30","Gson-14","com.google.gson.internal.$Gson$Types",0,0
"310","BBC-F0-30","Gson-15","com.google.gson.stream.JsonWriter",0,0
"311","BBC-F0-30","Gson-16","com.google.gson.internal.$Gson$Types",0,0
"312","BBC-F0-30","Gson-17","com.google.gson.DefaultDateTypeAdapter",0,28
"313","BBC-F0-30","Gson-18","com.google.gson.internal.$Gson$Types",0,0
"314","BBC-F0-30","Gson-9","com.google.gson.internal.bind.JsonTreeWriter",0,0
"315","BBC-F0-30","Gson-9","com.google.gson.internal.bind.TypeAdapters",0,18
"316","BBC-F0-30","Gson-9","com.google.gson.stream.JsonWriter",0,30
"317","BBC-F0-30","JacksonCore-17","com.fasterxml.jackson.core.json.UTF8JsonGenerator",0,0
"318","BBC-F0-30","JacksonCore-19","com.fasterxml.jackson.core.json.ReaderBasedJsonParser",0,0
"319","BBC-F0-30","JacksonCore-19","com.fasterxml.jackson.core.json.UTF8StreamJsonParser",0,0
"320","BBC-F0-30","JacksonCore-20","com.fasterxml.jackson.core.JsonGenerator",0,30
"321","BBC-F0-30","JacksonCore-21","com.fasterxml.jackson.core.filter.FilteringParserDelegate",0,0
"322","BBC-F0-30","JacksonCore-22","com.fasterxml.jackson.core.filter.FilteringParserDelegate",0,0
"323","BBC-F0-30","JacksonCore-24","com.fasterxml.jackson.core.base.ParserBase",0,0
"324","BBC-F0-30","JacksonCore-24","com.fasterxml.jackson.core.base.ParserMinimalBase",0,0
"325","BBC-F0-30","JacksonCore-25","com.fasterxml.jackson.core.json.ReaderBasedJsonParser",0,0
"326","BBC-F0-30","JacksonDatabind-104","com.fasterxml.jackson.databind.util.StdDateFormat",0,0
"327","BBC-F0-30","JacksonDatabind-105","com.fasterxml.jackson.databind.deser.std.JdkDeserializers",0,0
"328","BBC-F0-30","JacksonDatabind-107","com.fasterxml.jackson.databind.jsontype.impl.TypeDeserializerBase",0,0
"329","BBC-F0-30","JacksonDatabind-109","com.fasterxml.jackson.databind.ser.std.NumberSerializer",0,0
"330","BBC-F0-30","JacksonDatabind-109","com.fasterxml.jackson.databind.ser.std.NumberSerializers",0,0
"331","BBC-F0-30","JacksonDatabind-110","com.fasterxml.jackson.databind.deser.impl.JavaUtilCollectionsDeserializers",0,0
"332","BBC-F0-30","JacksonDatabind-112","com.fasterxml.jackson.databind.deser.std.StringCollectionDeserializer",0,0
"333","BBC-F0-30","JacksonXml-3","com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser",0,0
"334","BBC-F0-30","JacksonXml-4","com.fasterxml.jackson.dataformat.xml.ser.XmlSerializerProvider",0,0
"335","BBC-F0-30","JacksonXml-6","com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator",0,0
"336","BBC-F0-30","Jsoup-84","org.jsoup.helper.W3CDom",0,8
"337","BBC-F0-30","Jsoup-86","org.jsoup.nodes.Comment",0,0
"338","BBC-F0-30","Jsoup-89","org.jsoup.nodes.Attribute",0,30
"339","BBC-F0-30","Jsoup-90","org.jsoup.helper.HttpConnection",0,0
"340","BBC-F0-30","JxPath-13","org.apache.commons.jxpath.ri.model.dom.DOMNodePointer",0,0
"341","BBC-F0-30","JxPath-13","org.apache.commons.jxpath.ri.NamespaceResolver",0,0
"342","BBC-F0-30","JxPath-16","org.apache.commons.jxpath.ri.model.dom.DOMNodePointer",0,0
"343","BBC-F0-30","JxPath-16","org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer",0,0
"344","BBC-F0-30","JxPath-22","org.apache.commons.jxpath.ri.model.dom.DOMNodePointer",0,0
"345","BBC-F0-30","Lang-1","org.apache.commons.lang3.math.NumberUtils",0,0
"346","BBC-F0-30","Lang-5","org.apache.commons.lang3.LocaleUtils",0,0
"347","BBC-F0-30","Lang-6","org.apache.commons.lang3.text.translate.CharSequenceTranslator",0,0
"348","BBC-F0-30","Math-1","org.apache.commons.math3.fraction.BigFraction",0,26
"349","BBC-F0-30","Math-1","org.apache.commons.math3.fraction.Fraction",0,29
"350","BBC-F0-30","Math-3","org.apache.commons.math3.util.MathArrays",0,14
"351","BBC-F0-30","Math-4","org.apache.commons.math3.geometry.euclidean.threed.SubLine",0,17
"352","BBC-F0-30","Math-4","org.apache.commons.math3.geometry.euclidean.twod.SubLine",0,26
"353","BBC-F0-30","Math-8","org.apache.commons.math3.distribution.DiscreteDistribution",0,10
"354","BBC-F0-30","Mockito-1","org.mockito.internal.invocation.InvocationMatcher",0,0
"355","BBC-F0-30","Mockito-18","org.mockito.internal.stubbing.defaultanswers.ReturnsEmptyValues",0,30
"356","BBC-F0-30","Mockito-20","org.mockito.internal.creation.bytebuddy.ByteBuddyMockMaker",0,0
"357","BBC-F0-30","Mockito-3","org.mockito.internal.invocation.InvocationMatcher",0,1
"358","BBC-F0-30","Mockito-4","org.mockito.exceptions.Reporter",0,0
"359","BBC-F0-30","Mockito-6","org.mockito.Matchers",0,0
"360","BBC-F0-30","Mockito-7","org.mockito.internal.util.reflection.GenericMetadataSupport",0,0
"361","BBC-F0-30","Time-10","org.joda.time.base.BaseSingleFieldPeriod",0,1
"362","BBC-F0-30","Time-2","org.joda.time.field.UnsupportedDurationField",0,0
"363","BBC-F0-30","Time-2","org.joda.time.Partial",0,0
"364","BBC-F0-30","Time-3","org.joda.time.MutableDateTime",0,0
"365","BBC-F0-30","Time-5","org.joda.time.Period",0,29
"366","BBC-F0-30","Time-6","org.joda.time.chrono.GJChronology",0,17
"367","BBC-F0-30","Time-7","org.joda.time.format.DateTimeFormatter",0,2
"368","BBC-F0-30","Time-8","org.joda.time.DateTimeZone",0,0
"369","BBC-F0-40","Chart-10","org.jfree.chart.imagemap.StandardToolTipTagFragmentGenerator",0,0
"370","BBC-F0-40","Chart-2","org.jfree.data.general.DatasetUtilities",0,30
"371","BBC-F0-40","Chart-4","org.jfree.chart.plot.XYPlot",0,14
"372","BBC-F0-40","Chart-5","org.jfree.data.xy.XYSeries",0,0
"373","BBC-F0-40","Chart-9","org.jfree.data.time.TimeSeries",0,0
"374","BBC-F0-40","Cli-31","org.apache.commons.cli.HelpFormatter",0,0
"375","BBC-F0-40","Cli-31","org.apache.commons.cli.Option",0,0
"376","BBC-F0-40","Cli-31","org.apache.commons.cli.OptionBuilder",0,0
"377","BBC-F0-40","Cli-32","org.apache.commons.cli.HelpFormatter",0,24
"378","BBC-F0-40","Cli-33","org.apache.commons.cli.HelpFormatter",0,0
"379","BBC-F0-40","Cli-35","org.apache.commons.cli.Options",0,0
"380","BBC-F0-40","Closure-108","com.google.javascript.jscomp.ScopedAliases",0,0
"381","BBC-F0-40","Codec-10","org.apache.commons.codec.language.Caverphone",0,0
"382","BBC-F0-40","Codec-11","org.apache.commons.codec.net.QuotedPrintableCodec",0,29
"383","BBC-F0-40","Codec-13","org.apache.commons.codec.binary.StringUtils",0,0
"384","BBC-F0-40","Codec-13","org.apache.commons.codec.language.DoubleMetaphone",0,27
"385","BBC-F0-40","Codec-16","org.apache.commons.codec.binary.Base32",0,0
"386","BBC-F0-40","Codec-17","org.apache.commons.codec.binary.StringUtils",0,30
"387","BBC-F0-40","Codec-18","org.apache.commons.codec.binary.StringUtils",0,0
"388","BBC-F0-40","Codec-9","org.apache.commons.codec.binary.Base64",0,0
"389","BBC-F0-40","Collections-25","org.apache.commons.collections4.IteratorUtils",0,1
"390","BBC-F0-40","Collections-28","org.apache.commons.collections4.trie.AbstractPatriciaTrie",0,0
"391","BBC-F0-40","Compress-38","org.apache.commons.compress.archivers.tar.TarArchiveEntry",0,0
"392","BBC-F0-40","Compress-45","org.apache.commons.compress.archivers.tar.TarUtils",0,0
"393","BBC-F0-40","Csv-11","org.apache.commons.csv.CSVParser",0,29
"394","BBC-F0-40","Csv-12","org.apache.commons.csv.CSVFormat",0,0
"395","BBC-F0-40","Csv-8","org.apache.commons.csv.CSVFormat",0,0
"396","BBC-F0-40","Csv-9","org.apache.commons.csv.CSVRecord",0,25
"397","BBC-F0-40","Gson-10","com.google.gson.internal.bind.ReflectiveTypeAdapterFactory",0,0
"398","BBC-F0-40","Gson-11","com.google.gson.internal.bind.TypeAdapters",0,0
"399","BBC-F0-40","Gson-12","com.google.gson.internal.bind.JsonTreeReader",0,29
"400","BBC-F0-40","Gson-13","com.google.gson.stream.JsonReader",0,0
"401","BBC-F0-40","Gson-14","com.google.gson.internal.$Gson$Types",0,0
"402","BBC-F0-40","Gson-15","com.google.gson.stream.JsonWriter",0,0
"403","BBC-F0-40","Gson-16","com.google.gson.internal.$Gson$Types",0,0
"404","BBC-F0-40","Gson-17","com.google.gson.DefaultDateTypeAdapter",0,29
"405","BBC-F0-40","Gson-18","com.google.gson.internal.$Gson$Types",0,0
"406","BBC-F0-40","Gson-9","com.google.gson.internal.bind.JsonTreeWriter",0,0
"407","BBC-F0-40","Gson-9","com.google.gson.internal.bind.TypeAdapters",0,20
"408","BBC-F0-40","Gson-9","com.google.gson.stream.JsonWriter",0,30
"409","BBC-F0-40","JacksonCore-17","com.fasterxml.jackson.core.json.UTF8JsonGenerator",0,0
"410","BBC-F0-40","JacksonCore-19","com.fasterxml.jackson.core.json.ReaderBasedJsonParser",0,0
"411","BBC-F0-40","JacksonCore-19","com.fasterxml.jackson.core.json.UTF8StreamJsonParser",0,0
"412","BBC-F0-40","JacksonCore-20","com.fasterxml.jackson.core.JsonGenerator",0,30
"413","BBC-F0-40","JacksonCore-21","com.fasterxml.jackson.core.filter.FilteringParserDelegate",0,0
"414","BBC-F0-40","JacksonCore-22","com.fasterxml.jackson.core.filter.FilteringParserDelegate",0,0
"415","BBC-F0-40","JacksonCore-24","com.fasterxml.jackson.core.base.ParserBase",0,0
"416","BBC-F0-40","JacksonCore-24","com.fasterxml.jackson.core.base.ParserMinimalBase",0,0
"417","BBC-F0-40","JacksonCore-25","com.fasterxml.jackson.core.json.ReaderBasedJsonParser",0,0
"418","BBC-F0-40","JacksonDatabind-104","com.fasterxml.jackson.databind.util.StdDateFormat",0,0
"419","BBC-F0-40","JacksonDatabind-105","com.fasterxml.jackson.databind.deser.std.JdkDeserializers",0,0
"420","BBC-F0-40","JacksonDatabind-107","com.fasterxml.jackson.databind.jsontype.impl.TypeDeserializerBase",0,0
"421","BBC-F0-40","JacksonDatabind-109","com.fasterxml.jackson.databind.ser.std.NumberSerializer",0,0
"422","BBC-F0-40","JacksonDatabind-109","com.fasterxml.jackson.databind.ser.std.NumberSerializers",0,0
"423","BBC-F0-40","JacksonDatabind-110","com.fasterxml.jackson.databind.deser.impl.JavaUtilCollectionsDeserializers",0,0
"424","BBC-F0-40","JacksonDatabind-112","com.fasterxml.jackson.databind.deser.std.StringCollectionDeserializer",0,0
"425","BBC-F0-40","JacksonXml-3","com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser",0,0
"426","BBC-F0-40","JacksonXml-4","com.fasterxml.jackson.dataformat.xml.ser.XmlSerializerProvider",0,0
"427","BBC-F0-40","JacksonXml-6","com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator",0,0
"428","BBC-F0-40","Jsoup-84","org.jsoup.helper.W3CDom",0,12
"429","BBC-F0-40","Jsoup-86","org.jsoup.nodes.Comment",0,0
"430","BBC-F0-40","Jsoup-89","org.jsoup.nodes.Attribute",0,30
"431","BBC-F0-40","Jsoup-90","org.jsoup.helper.HttpConnection",0,0
"432","BBC-F0-40","JxPath-13","org.apache.commons.jxpath.ri.model.dom.DOMNodePointer",0,0
"433","BBC-F0-40","JxPath-13","org.apache.commons.jxpath.ri.NamespaceResolver",0,0
"434","BBC-F0-40","JxPath-16","org.apache.commons.jxpath.ri.model.dom.DOMNodePointer",0,0
"435","BBC-F0-40","JxPath-16","org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer",0,0
"436","BBC-F0-40","JxPath-22","org.apache.commons.jxpath.ri.model.dom.DOMNodePointer",0,0
"437","BBC-F0-40","Lang-1","org.apache.commons.lang3.math.NumberUtils",0,0
"438","BBC-F0-40","Lang-5","org.apache.commons.lang3.LocaleUtils",0,0
"439","BBC-F0-40","Lang-6","org.apache.commons.lang3.text.translate.CharSequenceTranslator",0,0
"440","BBC-F0-40","Math-1","org.apache.commons.math3.fraction.BigFraction",0,28
"441","BBC-F0-40","Math-1","org.apache.commons.math3.fraction.Fraction",0,29
"442","BBC-F0-40","Math-3","org.apache.commons.math3.util.MathArrays",0,4
"443","BBC-F0-40","Math-4","org.apache.commons.math3.geometry.euclidean.threed.SubLine",0,19
"444","BBC-F0-40","Math-4","org.apache.commons.math3.geometry.euclidean.twod.SubLine",0,27
"445","BBC-F0-40","Math-8","org.apache.commons.math3.distribution.DiscreteDistribution",0,12
"446","BBC-F0-40","Mockito-1","org.mockito.internal.invocation.InvocationMatcher",0,0
"447","BBC-F0-40","Mockito-18","org.mockito.internal.stubbing.defaultanswers.ReturnsEmptyValues",0,30
"448","BBC-F0-40","Mockito-20","org.mockito.internal.creation.bytebuddy.ByteBuddyMockMaker",0,0
"449","BBC-F0-40","Mockito-3","org.mockito.internal.invocation.InvocationMatcher",0,0
"450","BBC-F0-40","Mockito-4","org.mockito.exceptions.Reporter",0,0
"451","BBC-F0-40","Mockito-6","org.mockito.Matchers",0,0
"452","BBC-F0-40","Mockito-7","org.mockito.internal.util.reflection.GenericMetadataSupport",0,0
"453","BBC-F0-40","Time-10","org.joda.time.base.BaseSingleFieldPeriod",0,2
"454","BBC-F0-40","Time-2","org.joda.time.field.UnsupportedDurationField",0,0
"455","BBC-F0-40","Time-2","org.joda.time.Partial",0,0
"456","BBC-F0-40","Time-3","org.joda.time.MutableDateTime",0,0
"457","BBC-F0-40","Time-5","org.joda.time.Period",0,30
"458","BBC-F0-40","Time-6","org.joda.time.chrono.GJChronology",0,17
"459","BBC-F0-40","Time-7","org.joda.time.format.DateTimeFormatter",0,0
"460","BBC-F0-40","Time-8","org.joda.time.DateTimeZone",0,0
"461","BBC-F0-50","Chart-10","org.jfree.chart.imagemap.StandardToolTipTagFragmentGenerator",0,0
"462","BBC-F0-50","Chart-2","org.jfree.data.general.DatasetUtilities",0,30
"463","BBC-F0-50","Chart-4","org.jfree.chart.plot.XYPlot",0,13
"464","BBC-F0-50","Chart-5","org.jfree.data.xy.XYSeries",0,0
"465","BBC-F0-50","Chart-9","org.jfree.data.time.TimeSeries",0,0
"466","BBC-F0-50","Cli-31","org.apache.commons.cli.HelpFormatter",0,0
"467","BBC-F0-50","Cli-31","org.apache.commons.cli.Option",0,0
"468","BBC-F0-50","Cli-31","org.apache.commons.cli.OptionBuilder",0,0
"469","BBC-F0-50","Cli-32","org.apache.commons.cli.HelpFormatter",0,25
"470","BBC-F0-50","Cli-33","org.apache.commons.cli.HelpFormatter",0,0
"471","BBC-F0-50","Cli-35","org.apache.commons.cli.Options",0,0
"472","BBC-F0-50","Closure-108","com.google.javascript.jscomp.ScopedAliases",0,0
"473","BBC-F0-50","Codec-10","org.apache.commons.codec.language.Caverphone",0,0
"474","BBC-F0-50","Codec-11","org.apache.commons.codec.net.QuotedPrintableCodec",0,30
"475","BBC-F0-50","Codec-13","org.apache.commons.codec.binary.StringUtils",0,0
"476","BBC-F0-50","Codec-13","org.apache.commons.codec.language.DoubleMetaphone",0,29
"477","BBC-F0-50","Codec-16","org.apache.commons.codec.binary.Base32",0,0
"478","BBC-F0-50","Codec-17","org.apache.commons.codec.binary.StringUtils",0,30
"479","BBC-F0-50","Codec-18","org.apache.commons.codec.binary.StringUtils",0,0
"480","BBC-F0-50","Codec-9","org.apache.commons.codec.binary.Base64",0,0
"481","BBC-F0-50","Collections-25","org.apache.commons.collections4.IteratorUtils",0,0
"482","BBC-F0-50","Collections-28","org.apache.commons.collections4.trie.AbstractPatriciaTrie",0,0
"483","BBC-F0-50","Compress-38","org.apache.commons.compress.archivers.tar.TarArchiveEntry",0,0
"484","BBC-F0-50","Compress-45","org.apache.commons.compress.archivers.tar.TarUtils",0,0
"485","BBC-F0-50","Csv-11","org.apache.commons.csv.CSVParser",0,30
"486","BBC-F0-50","Csv-12","org.apache.commons.csv.CSVFormat",0,0
"487","BBC-F0-50","Csv-8","org.apache.commons.csv.CSVFormat",0,0
"488","BBC-F0-50","Csv-9","org.apache.commons.csv.CSVRecord",0,26
"489","BBC-F0-50","Gson-10","com.google.gson.internal.bind.ReflectiveTypeAdapterFactory",0,0
"490","BBC-F0-50","Gson-11","com.google.gson.internal.bind.TypeAdapters",0,0
"491","BBC-F0-50","Gson-12","com.google.gson.internal.bind.JsonTreeReader",0,29
"492","BBC-F0-50","Gson-13","com.google.gson.stream.JsonReader",0,0
"493","BBC-F0-50","Gson-14","com.google.gson.internal.$Gson$Types",0,0
"494","BBC-F0-50","Gson-15","com.google.gson.stream.JsonWriter",0,0
"495","BBC-F0-50","Gson-16","com.google.gson.internal.$Gson$Types",0,0
"496","BBC-F0-50","Gson-17","com.google.gson.DefaultDateTypeAdapter",0,29
"497","BBC-F0-50","Gson-18","com.google.gson.internal.$Gson$Types",0,0
"498","BBC-F0-50","Gson-9","com.google.gson.internal.bind.JsonTreeWriter",0,0
"499","BBC-F0-50","Gson-9","com.google.gson.internal.bind.TypeAdapters",0,27
"500","BBC-F0-50","Gson-9","com.google.gson.stream.JsonWriter",0,29
"501","BBC-F0-50","JacksonCore-17","com.fasterxml.jackson.core.json.UTF8JsonGenerator",0,0
"502","BBC-F0-50","JacksonCore-19","com.fasterxml.jackson.core.json.ReaderBasedJsonParser",0,0
"503","BBC-F0-50","JacksonCore-19","com.fasterxml.jackson.core.json.UTF8StreamJsonParser",0,0
"504","BBC-F0-50","JacksonCore-20","com.fasterxml.jackson.core.JsonGenerator",0,30
"505","BBC-F0-50","JacksonCore-21","com.fasterxml.jackson.core.filter.FilteringParserDelegate",0,0
"506","BBC-F0-50","JacksonCore-22","com.fasterxml.jackson.core.filter.FilteringParserDelegate",0,0
"507","BBC-F0-50","JacksonCore-24","com.fasterxml.jackson.core.base.ParserBase",0,0
"508","BBC-F0-50","JacksonCore-24","com.fasterxml.jackson.core.base.ParserMinimalBase",0,0
"509","BBC-F0-50","JacksonCore-25","com.fasterxml.jackson.core.json.ReaderBasedJsonParser",0,0
"510","BBC-F0-50","JacksonDatabind-104","com.fasterxml.jackson.databind.util.StdDateFormat",0,0
"511","BBC-F0-50","JacksonDatabind-105","com.fasterxml.jackson.databind.deser.std.JdkDeserializers",0,0
"512","BBC-F0-50","JacksonDatabind-107","com.fasterxml.jackson.databind.jsontype.impl.TypeDeserializerBase",0,0
"513","BBC-F0-50","JacksonDatabind-109","com.fasterxml.jackson.databind.ser.std.NumberSerializer",0,0
"514","BBC-F0-50","JacksonDatabind-109","com.fasterxml.jackson.databind.ser.std.NumberSerializers",0,0
"515","BBC-F0-50","JacksonDatabind-110","com.fasterxml.jackson.databind.deser.impl.JavaUtilCollectionsDeserializers",0,0
"516","BBC-F0-50","JacksonDatabind-112","com.fasterxml.jackson.databind.deser.std.StringCollectionDeserializer",0,0
"517","BBC-F0-50","JacksonXml-3","com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser",0,0
"518","BBC-F0-50","JacksonXml-4","com.fasterxml.jackson.dataformat.xml.ser.XmlSerializerProvider",0,0
"519","BBC-F0-50","JacksonXml-6","com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator",0,0
"520","BBC-F0-50","Jsoup-84","org.jsoup.helper.W3CDom",0,16
"521","BBC-F0-50","Jsoup-86","org.jsoup.nodes.Comment",0,0
"522","BBC-F0-50","Jsoup-89","org.jsoup.nodes.Attribute",0,29
"523","BBC-F0-50","Jsoup-90","org.jsoup.helper.HttpConnection",0,0
"524","BBC-F0-50","JxPath-13","org.apache.commons.jxpath.ri.model.dom.DOMNodePointer",0,0
"525","BBC-F0-50","JxPath-13","org.apache.commons.jxpath.ri.NamespaceResolver",0,0
"526","BBC-F0-50","JxPath-16","org.apache.commons.jxpath.ri.model.dom.DOMNodePointer",0,0
"527","BBC-F0-50","JxPath-16","org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer",0,0
"528","BBC-F0-50","JxPath-22","org.apache.commons.jxpath.ri.model.dom.DOMNodePointer",0,0
"529","BBC-F0-50","Lang-1","org.apache.commons.lang3.math.NumberUtils",0,0
"530","BBC-F0-50","Lang-5","org.apache.commons.lang3.LocaleUtils",0,0
"531","BBC-F0-50","Lang-6","org.apache.commons.lang3.text.translate.CharSequenceTranslator",0,0
"532","BBC-F0-50","Math-1","org.apache.commons.math3.fraction.BigFraction",0,28
"533","BBC-F0-50","Math-1","org.apache.commons.math3.fraction.Fraction",0,30
"534","BBC-F0-50","Math-3","org.apache.commons.math3.util.MathArrays",0,12
"535","BBC-F0-50","Math-4","org.apache.commons.math3.geometry.euclidean.threed.SubLine",0,24
"536","BBC-F0-50","Math-4","org.apache.commons.math3.geometry.euclidean.twod.SubLine",0,26
"537","BBC-F0-50","Math-8","org.apache.commons.math3.distribution.DiscreteDistribution",0,12
"538","BBC-F0-50","Mockito-1","org.mockito.internal.invocation.InvocationMatcher",0,0
"539","BBC-F0-50","Mockito-18","org.mockito.internal.stubbing.defaultanswers.ReturnsEmptyValues",0,30
"540","BBC-F0-50","Mockito-20","org.mockito.internal.creation.bytebuddy.ByteBuddyMockMaker",0,0
"541","BBC-F0-50","Mockito-3","org.mockito.internal.invocation.InvocationMatcher",0,0
"542","BBC-F0-50","Mockito-4","org.mockito.exceptions.Reporter",0,0
"543","BBC-F0-50","Mockito-6","org.mockito.Matchers",0,0
"544","BBC-F0-50","Mockito-7","org.mockito.internal.util.reflection.GenericMetadataSupport",0,0
"545","BBC-F0-50","Time-10","org.joda.time.base.BaseSingleFieldPeriod",0,2
"546","BBC-F0-50","Time-2","org.joda.time.field.UnsupportedDurationField",0,0
"547","BBC-F0-50","Time-2","org.joda.time.Partial",0,0
"548","BBC-F0-50","Time-3","org.joda.time.MutableDateTime",0,0
"549","BBC-F0-50","Time-5","org.joda.time.Period",0,30
"550","BBC-F0-50","Time-6","org.joda.time.chrono.GJChronology",0,20
"551","BBC-F0-50","Time-7","org.joda.time.format.DateTimeFormatter",0,2
"552","BBC-F0-50","Time-8","org.joda.time.DateTimeZone",0,0
"553","BBC-F0-60","Chart-10","org.jfree.chart.imagemap.StandardToolTipTagFragmentGenerator",0,0
"554","BBC-F0-60","Chart-2","org.jfree.data.general.DatasetUtilities",0,29
"555","BBC-F0-60","Chart-4","org.jfree.chart.plot.XYPlot",0,11
"556","BBC-F0-60","Chart-5","org.jfree.data.xy.XYSeries",0,0
"557","BBC-F0-60","Chart-9","org.jfree.data.time.TimeSeries",0,0
"558","BBC-F0-60","Cli-31","org.apache.commons.cli.HelpFormatter",0,0
"559","BBC-F0-60","Cli-31","org.apache.commons.cli.Option",0,0
"560","BBC-F0-60","Cli-31","org.apache.commons.cli.OptionBuilder",0,0
"561","BBC-F0-60","Cli-32","org.apache.commons.cli.HelpFormatter",0,21
"562","BBC-F0-60","Cli-33","org.apache.commons.cli.HelpFormatter",0,0
"563","BBC-F0-60","Cli-35","org.apache.commons.cli.Options",0,0
"564","BBC-F0-60","Closure-108","com.google.javascript.jscomp.ScopedAliases",0,0
"565","BBC-F0-60","Codec-10","org.apache.commons.codec.language.Caverphone",0,0
"566","BBC-F0-60","Codec-11","org.apache.commons.codec.net.QuotedPrintableCodec",0,30
"567","BBC-F0-60","Codec-13","org.apache.commons.codec.binary.StringUtils",0,0
"568","BBC-F0-60","Codec-13","org.apache.commons.codec.language.DoubleMetaphone",0,30
"569","BBC-F0-60","Codec-16","org.apache.commons.codec.binary.Base32",0,0
"570","BBC-F0-60","Codec-17","org.apache.commons.codec.binary.StringUtils",0,30
"571","BBC-F0-60","Codec-18","org.apache.commons.codec.binary.StringUtils",0,0
"572","BBC-F0-60","Codec-9","org.apache.commons.codec.binary.Base64",0,0
"573","BBC-F0-60","Collections-25","org.apache.commons.collections4.IteratorUtils",0,0
"574","BBC-F0-60","Collections-28","org.apache.commons.collections4.trie.AbstractPatriciaTrie",0,0
"575","BBC-F0-60","Compress-38","org.apache.commons.compress.archivers.tar.TarArchiveEntry",0,0
"576","BBC-F0-60","Compress-45","org.apache.commons.compress.archivers.tar.TarUtils",0,0
"577","BBC-F0-60","Csv-11","org.apache.commons.csv.CSVParser",0,29
"578","BBC-F0-60","Csv-12","org.apache.commons.csv.CSVFormat",0,0
"579","BBC-F0-60","Csv-8","org.apache.commons.csv.CSVFormat",0,0
"580","BBC-F0-60","Csv-9","org.apache.commons.csv.CSVRecord",0,27
"581","BBC-F0-60","Gson-10","com.google.gson.internal.bind.ReflectiveTypeAdapterFactory",0,0
"582","BBC-F0-60","Gson-11","com.google.gson.internal.bind.TypeAdapters",0,0
"583","BBC-F0-60","Gson-12","com.google.gson.internal.bind.JsonTreeReader",0,28
"584","BBC-F0-60","Gson-13","com.google.gson.stream.JsonReader",0,0
"585","BBC-F0-60","Gson-14","com.google.gson.internal.$Gson$Types",0,0
"586","BBC-F0-60","Gson-15","com.google.gson.stream.JsonWriter",0,0
"587","BBC-F0-60","Gson-16","com.google.gson.internal.$Gson$Types",0,0
"588","BBC-F0-60","Gson-17","com.google.gson.DefaultDateTypeAdapter",0,30
"589","BBC-F0-60","Gson-18","com.google.gson.internal.$Gson$Types",0,0
"590","BBC-F0-60","Gson-9","com.google.gson.internal.bind.JsonTreeWriter",0,0
"591","BBC-F0-60","Gson-9","com.google.gson.internal.bind.TypeAdapters",0,21
"592","BBC-F0-60","Gson-9","com.google.gson.stream.JsonWriter",0,30
"593","BBC-F0-60","JacksonCore-17","com.fasterxml.jackson.core.json.UTF8JsonGenerator",0,0
"594","BBC-F0-60","JacksonCore-19","com.fasterxml.jackson.core.json.ReaderBasedJsonParser",0,0
"595","BBC-F0-60","JacksonCore-19","com.fasterxml.jackson.core.json.UTF8StreamJsonParser",0,0
"596","BBC-F0-60","JacksonCore-20","com.fasterxml.jackson.core.JsonGenerator",0,30
"597","BBC-F0-60","JacksonCore-21","com.fasterxml.jackson.core.filter.FilteringParserDelegate",0,0
"598","BBC-F0-60","JacksonCore-22","com.fasterxml.jackson.core.filter.FilteringParserDelegate",0,0
"599","BBC-F0-60","JacksonCore-24","com.fasterxml.jackson.core.base.ParserBase",0,1
"600","BBC-F0-60","JacksonCore-24","com.fasterxml.jackson.core.base.ParserMinimalBase",0,0
"601","BBC-F0-60","JacksonCore-25","com.fasterxml.jackson.core.json.ReaderBasedJsonParser",0,0
"602","BBC-F0-60","JacksonDatabind-104","com.fasterxml.jackson.databind.util.StdDateFormat",0,0
"603","BBC-F0-60","JacksonDatabind-105","com.fasterxml.jackson.databind.deser.std.JdkDeserializers",0,0
"604","BBC-F0-60","JacksonDatabind-107","com.fasterxml.jackson.databind.jsontype.impl.TypeDeserializerBase",0,0
"605","BBC-F0-60","JacksonDatabind-109","com.fasterxml.jackson.databind.ser.std.NumberSerializer",0,0
"606","BBC-F0-60","JacksonDatabind-109","com.fasterxml.jackson.databind.ser.std.NumberSerializers",0,0
"607","BBC-F0-60","JacksonDatabind-110","com.fasterxml.jackson.databind.deser.impl.JavaUtilCollectionsDeserializers",0,0
"608","BBC-F0-60","JacksonDatabind-112","com.fasterxml.jackson.databind.deser.std.StringCollectionDeserializer",0,0
"609","BBC-F0-60","JacksonXml-3","com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser",0,0
"610","BBC-F0-60","JacksonXml-4","com.fasterxml.jackson.dataformat.xml.ser.XmlSerializerProvider",0,0
"611","BBC-F0-60","JacksonXml-6","com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator",0,0
"612","BBC-F0-60","Jsoup-84","org.jsoup.helper.W3CDom",0,16
"613","BBC-F0-60","Jsoup-86","org.jsoup.nodes.Comment",0,0
